day,energy_sum,LCLid,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,weather_cluster,Bank holidays,Type,holiday_ind,Year,Month
2011-11-23,90.3850001,13,6.952692315384615,10.36,229,6.29,0.36,2.04,1027.12,10.36,8.06,0.93,6.56,10.36,1.0,8.24,3.81,10.36,2.18,0.94,2,,,0,2011,11
2011-11-24,213.41199989999998,25,8.536479995999999,12.93,204,8.56,0.41,4.04,1027.22,12.93,10.64,0.89,7.3,12.93,1.0,9.71,8.56,12.93,7.01,0.97,2,,,0,2011,11
2011-11-25,303.99299990000003,32,9.499781246875001,13.03,243,7.24,0.48,5.02,1024.47,12.27,12.38,0.79,4.69,13.03,1.0,7.01,7.46,12.27,4.84,0.01,0,,,0,2011,11
2011-11-26,420.97599970000005,41,10.267707309756098,12.96,237,6.96,0.44,5.75,1025.8,12.96,13.07,0.81,11.59,12.96,1.0,11.59,7.01,12.96,4.69,0.05,0,,,0,2011,11
2011-11-27,444.8830006,41,10.850804892682927,13.54,256,5.76,0.42,5.48,1021.11,13.54,13.08,0.72,1.31,13.54,1.0,1.31,4.47,13.54,2.94,0.08,0,,,0,2011,11
2011-11-28,500.68599980000005,55,9.103381814545456,12.58,190,4.39,0.56,2.34,1022.8,10.27,11.84,0.86,10.27,12.58,1.0,10.27,1.31,10.27,1.31,0.12,2,,,0,2011,11
2011-11-29,584.3170005,63,9.274873023809523,13.47,213,8.61,0.6,6.48,1009.7,13.47,12.57,0.82,3.34,13.47,1.0,6.34,6.37,13.47,3.39,0.15,0,,,0,2011,11
2011-11-30,669.827,76,8.813513157894738,11.87,205,5.26,0.31,4.43,1019.43,11.87,13.05,0.78,6.23,11.87,1.0,9.44,6.34,11.87,3.34,0.19,0,,,0,2011,11
2011-12-01,848.9490005,92,9.227706527173913,12.15,225,6.87,0.57,2.57,1007.12,12.15,12.15,0.82,0.46,12.15,1.0,2.56,6.08,12.15,5.29,0.22,2,,,0,2011,12
2011-12-02,1014.5910005000001,100,10.145910005000001,8.07,232,3.69,0.32,3.0,1012.12,5.33,11.89,0.87,3.26,5.33,1.0,6.33,2.56,7.36,0.46,0.25,2,,,0,2011,12
2011-12-03,1194.8370002,110,10.862154547272727,11.42,247,6.58,0.54,5.42,1003.55,11.42,12.7,0.79,4.9,11.42,1.0,7.53,8.12,11.42,4.71,0.28,0,,,0,2011,12
2011-12-04,1358.7070004,110,12.351881821818182,9.11,254,4.87,0.36,4.31,1001.15,6.66,13.36,0.82,-1.69,6.66,1.0,2.81,4.69,9.11,1.03,0.31,0,,,0,2011,12
2011-12-05,1342.8440004000001,126,10.657492066666668,6.87,254,0.84,0.2,5.57,1006.01,3.13,13.0,0.77,-1.61,3.13,1.0,2.68,2.81,6.87,-1.69,0.34,0,,,0,2011,12
2011-12-06,1554.2130001,132,11.774340909848485,6.91,245,2.15,0.34,4.79,1007.32,3.77,13.15,0.83,1.9,3.77,1.0,5.16,2.68,6.91,-1.61,0.37,0,,,0,2011,12
2011-12-07,1664.2450005,152,10.94898026644737,9.02,263,1.79,0.29,7.06,1008.76,4.98,13.12,0.68,0.63,5.14,1.0,4.27,4.91,9.02,0.94,0.4,0,,,0,2011,12
2011-12-08,1938.3639996,167,11.606970057485029,12.89,234,5.96,0.53,7.01,1010.84,12.89,12.59,0.81,-0.37,12.89,1.0,3.76,4.27,12.89,0.63,0.43,0,,,0,2011,12
2011-12-09,2175.6259998,184,11.82405434673913,7.68,255,0.41,0.15,5.65,1010.6,3.99,12.83,0.71,-3.42,3.99,1.0,-0.13,2.03,7.68,-1.42,0.46,0,,,0,2011,12
2011-12-10,2555.6519994,201,12.714686564179104,6.08,247,-0.34,0.17,3.08,1015.58,3.14,12.83,0.81,0.11,3.14,1.0,2.48,-0.13,6.08,-3.42,0.49,2,,,0,2011,12
2011-12-11,2774.4560016,201,13.803263689552239,8.59,198,4.49,0.56,3.94,1007.71,5.62,12.09,0.88,-0.64,5.72,1.0,3.09,2.48,8.59,0.11,0.53,2,,,0,2011,12
2011-12-12,2591.456,216,11.997481481481483,9.82,221,4.1,0.38,5.02,1002.47,5.18,12.05,0.84,2.71,5.94,1.0,6.88,3.09,8.53,-0.64,0.56,0,,,0,2011,12
2011-12-13,2686.2870002,224,11.992352679464286,12.08,233,3.62,0.42,7.44,990.27,4.51,12.55,0.75,0.22,12.08,1.0,4.16,4.54,8.48,0.22,0.59,0,,,0,2011,12
2011-12-14,2882.6510002,232,12.425219828448276,5.92,228,1.68,0.36,4.48,994.48,1.77,13.2,0.79,1.07,2.88,1.0,4.08,4.14,5.81,0.78,0.63,0,,,0,2011,12
2011-12-15,3115.2900014,252,12.36226191031746,7.97,234,2.41,0.42,4.71,996.75,4.25,12.79,0.77,-2.58,4.38,1.0,1.8,4.08,7.97,1.07,0.66,0,,,0,2011,12
2011-12-16,3515.1419971,262,13.416572508015268,4.68,315,1.6,0.7,3.71,988.1,0.23,10.96,0.88,-3.56,0.99,1.0,0.24,1.8,4.53,-2.65,0.7,2,,,0,2011,12
2011-12-17,3803.3389992,280,13.583353568571429,5.35,285,0.96,0.37,3.99,1008.46,1.72,11.64,0.86,-4.12,1.72,1.0,-0.01,0.24,5.35,-3.56,0.73,2,,,0,2011,12
2011-12-18,4146.5969997,280,14.809274998928572,5.49,289,-0.31,0.22,3.6,1016.37,1.98,13.04,0.84,-3.67,1.98,1.0,-0.84,-0.56,5.49,-4.12,0.77,2,,,0,2011,12
2011-12-19,4276.0390012,310,13.793674197419355,6.64,235,2.45,0.47,2.7,1014.39,4.02,10.43,0.94,2.27,4.02,1.0,5.83,-0.84,6.64,-3.67,0.81,2,,,0,2011,12
2011-12-20,4193.2659978,329,12.745489355015199,8.26,279,3.64,0.48,4.25,1015.09,4.98,12.89,0.81,3.53,4.98,1.0,5.93,5.66,8.26,1.68,0.85,0,,,0,2011,12
2011-12-21,4247.8379993,349,12.17145558538682,12.14,266,8.6,0.67,2.9,1017.91,12.14,9.41,0.94,5.37,12.14,0.0,8.08,5.93,12.14,3.84,0.88,2,,,0,2011,12
2011-12-22,4354.4199986,367,11.864904628337875,12.14,257,8.07,0.38,4.31,1024.71,12.14,12.99,0.87,10.35,12.14,1.0,10.35,8.08,12.14,5.37,0.92,2,,,0,2011,12
2011-12-23,4645.4880013,378,12.289650797089948,11.44,247,7.08,0.74,4.85,1017.67,11.21,12.36,0.85,-0.51,11.44,0.0,3.17,5.28,11.21,0.99,0.96,0,,,0,2011,12
2011-12-24,4949.9319995000005,378,13.095058199735451,8.22,252,2.79,0.37,4.46,1028.17,5.02,13.16,0.8,4.37,5.32,1.0,7.45,3.17,7.93,-0.51,0.99,0,,,0,2011,12
2011-12-25,4898.8219985000005,378,12.959846556878308,11.98,237,7.9,0.88,5.81,1028.45,11.54,13.99,0.83,11.52,11.98,0.0,11.52,8.67,11.54,5.93,0.03,0,,,0,2011,12
2011-12-26,4201.860001,378,11.11603174867725,12.91,236,8.88,0.81,5.44,1033.14,12.91,13.23,0.84,6.91,12.91,1.0,9.79,9.82,12.91,6.91,0.07,0,,,0,2011,12
2011-12-27,4351.965,378,11.51313492063492,10.33,225,5.47,0.85,3.54,1032.76,10.33,13.39,0.74,5.52,10.33,0.0,8.03,8.03,10.33,5.59,0.1,0,,,0,2011,12
2011-12-28,4571.5179984,387,11.81270800620155,11.19,239,4.89,0.46,6.02,1021.31,11.19,12.83,0.77,0.98,11.19,1.0,5.31,5.95,11.19,1.84,0.13,0,,,0,2011,12
2011-12-29,4895.5479993,402,12.177980097761195,9.58,258,3.3,0.45,6.83,1020.47,6.46,13.13,0.76,1.71,6.46,1.0,5.33,5.31,9.58,0.98,0.17,0,,,0,2011,12
2011-12-30,5115.039001300001,411,12.445350368126523,10.27,260,4.12,0.56,3.71,1016.85,4.92,11.06,0.84,4.06,10.27,1.0,6.77,5.33,6.99,1.71,0.2,2,,,0,2011,12
2011-12-31,5129.5319988,411,12.480613135766424,12.57,250,9.87,0.76,5.46,1010.02,12.17,13.33,0.89,11.9,12.57,0.0,11.9,10.66,12.17,10.66,0.23,0,,,0,2011,12
2012-01-01,5146.1909992,411,12.521145983454987,12.59,227,9.45,0.58,4.92,1004.82,12.56,12.33,0.9,1.65,12.59,1.0,5.18,7.71,12.56,4.86,0.26,2,,,0,2012,1
2012-01-02,5252.4449995,411,12.779671531630171,7.57,237,2.8,0.21,4.81,1008.49,4.04,13.23,0.81,1.27,4.8,1.0,4.69,4.69,7.57,0.87,0.29,0,,,0,2012,1
2012-01-03,5337.1089997,418,12.768203348564594,12.41,234,5.73,0.48,8.47,1003.23,12.41,10.8,0.82,0.79,12.41,1.0,5.27,5.96,12.41,1.73,0.32,0,,,0,2012,1
2012-01-04,5357.9510004,420,12.757026191428572,9.33,253,3.38,0.49,7.98,1014.07,4.36,12.62,0.78,3.84,4.77,1.0,8.16,5.27,8.21,0.79,0.35,0,,,0,2012,1
2012-01-05,5421.4329999,421,12.877513063895487,11.46,283,4.28,0.47,9.49,1004.74,11.04,12.92,0.7,1.64,11.46,1.0,4.4,7.34,11.04,3.67,0.38,0,,,0,2012,1
2012-01-06,5390.0850012,423,12.742517733333333,9.18,274,3.39,0.45,3.93,1023.65,5.74,12.96,0.78,5.13,6.13,1.0,8.08,4.4,8.08,1.64,0.41,0,,,0,2012,1
2012-01-07,5425.4080028,424,12.795773591509434,10.34,274,4.47,0.6,5.65,1021.72,10.2,13.45,0.72,4.72,10.34,1.0,7.6,7.6,10.2,4.72,0.44,0,,,0,2012,1
2012-01-08,5676.6229983,423,13.419912525531915,9.62,275,4.46,0.73,3.56,1026.57,8.09,13.13,0.75,5.51,8.09,1.0,7.74,8.12,9.62,5.52,0.47,0,,,0,2012,1
2012-01-09,5300.8539993,425,12.472597645411765,12.33,256,7.61,0.68,4.05,1029.61,12.33,12.47,0.84,7.25,12.33,1.0,9.16,7.74,12.33,5.51,0.51,2,,,0,2012,1
2012-01-10,5148.2959968000005,429,12.00068996923077,11.29,246,7.92,0.72,3.76,1033.21,11.29,12.42,0.87,4.79,11.29,1.0,7.1,9.16,11.29,7.25,0.54,2,,,0,2012,1
2012-01-11,5148.7460006,429,12.00173892913753,11.19,248,6.53,0.53,3.98,1032.94,11.19,13.05,0.84,4.18,11.19,1.0,7.48,7.1,11.19,4.79,0.57,2,,,0,2012,1
2012-01-12,5244.4749998,434,12.084043778341012,12.4,265,5.51,0.46,4.35,1027.85,12.4,13.12,0.81,0.08,12.4,1.0,2.34,5.08,12.4,2.86,0.61,0,,,0,2012,1
2012-01-13,5469.3839979,436,12.544458710779818,6.41,328,1.34,0.16,1.61,1032.84,4.61,11.83,0.83,-1.79,4.61,1.0,-1.79,1.2,6.41,0.08,0.64,2,,,0,2012,1
2012-01-14,5947.3270005,439,13.547441914578588,6.01,86,-0.3,0.14,0.99,1030.1,5.77,10.54,0.86,-1.38,5.77,1.0,1.16,-1.79,6.01,-1.79,0.68,2,,,0,2012,1
2012-01-15,6178.8869972,439,14.074913433257404,6.27,105,-0.41,0.32,3.03,1024.8,2.97,12.33,0.78,-1.97,2.97,1.0,0.83,1.16,6.27,-1.38,0.72,2,,,0,2012,1
2012-01-16,5839.2270005,447,13.063147652125279,6.56,97,-1.64,0.23,2.45,1025.48,4.18,10.98,0.74,-3.24,4.18,1.0,-1.45,0.83,6.56,-1.97,0.76,2,,,0,2012,1
2012-01-17,5971.5659997,449,13.299701558351893,5.79,171,-0.09,0.34,1.43,1027.71,5.21,10.61,0.83,1.61,5.21,1.0,3.58,-1.45,5.79,-3.24,0.79,2,,,0,2012,1
2012-01-18,5810.7880008,454,12.799092512775331,11.92,224,8.14,0.76,4.2,1023.93,11.92,6.28,0.93,10.48,11.92,1.0,10.48,4.51,11.92,2.05,0.83,2,,,0,2012,1
2012-01-19,5709.0519983,464,12.303991375646552,11.51,261,7.16,0.56,5.23,1018.64,11.5,11.33,0.85,0.73,11.51,1.0,4.91,6.91,11.5,3.28,0.87,0,,,0,2012,1
2012-01-20,6144.7799989000005,480,12.801624997708334,10.05,266,4.23,0.47,6.18,1019.26,10.05,12.99,0.78,5.85,10.05,1.0,8.68,4.91,10.05,0.73,0.9,0,,,0,2012,1
2012-01-21,6307.8889999,493,12.794906693509128,12.35,270,5.84,0.59,7.17,1012.5,12.35,13.36,0.75,2.14,12.35,1.0,6.0,7.61,12.35,4.21,0.94,0,,,0,2012,1
2012-01-22,6783.4189985,493,13.759470585192698,11.8,274,2.65,0.37,5.93,1014.29,11.8,13.15,0.68,2.0,11.8,1.0,4.86,6.0,11.8,2.14,0.98,0,,,0,2012,1
2012-01-23,6434.2749977,509,12.64101178330059,8.4,273,2.57,0.36,3.89,1018.88,5.67,13.04,0.78,-1.04,5.67,1.0,1.94,3.46,8.4,0.91,0.02,0,,,0,2012,1
2012-01-24,6650.6239996,516,12.888806200775194,9.77,228,5.17,0.6,2.13,1019.33,8.01,7.92,0.95,6.79,8.56,1.0,8.63,1.94,9.31,-1.04,0.05,2,,,0,2012,1
2012-01-25,6627.2260027,527,12.575381409297913,9.76,216,7.59,0.81,3.56,1015.27,7.82,10.38,0.9,4.17,8.59,1.0,6.55,8.59,9.72,5.72,0.08,2,,,0,2012,1
2012-01-26,6607.6219984,533,12.397039396622889,9.54,214,4.04,0.51,4.51,1009.15,5.55,12.71,0.8,-0.42,6.9,1.0,2.93,3.15,8.77,-0.23,0.11,0,,,0,2012,1
2012-01-27,6818.5979997,546,12.488274724725276,8.68,239,1.44,0.25,3.33,1019.12,6.15,13.0,0.78,1.08,6.15,1.0,3.51,2.93,8.68,-0.42,0.14,2,,,0,2012,1
2012-01-28,7422.420000900001,554,13.397870037725633,6.46,359,2.25,0.57,2.56,1027.99,4.04,11.51,0.86,0.18,4.04,1.0,1.87,3.27,6.46,1.08,0.17,2,,,0,2012,1
2012-01-29,7846.7859971,554,14.163873640974728,4.5,45,1.43,0.77,1.62,1030.78,2.68,6.73,0.89,-0.24,2.68,1.0,1.24,1.87,4.5,-0.24,0.2,2,,,0,2012,1
2012-01-30,7632.5659991,567,13.461315695061728,3.98,28,-0.85,0.55,1.54,1026.05,1.94,9.29,0.79,-2.4,2.42,1.0,-0.54,1.24,3.98,0.03,0.23,2,,,0,2012,1
2012-01-31,8084.9630008,581,13.915598968674699,2.13,45,-1.22,0.55,2.36,1026.13,1.13,5.62,0.84,-4.98,1.13,1.0,-0.51,-0.54,2.12,-2.95,0.26,2,,,0,2012,1
2012-02-01,8160.777997900001,590,13.831827115084748,3.36,53,-4.69,0.36,5.45,1032.32,-1.86,11.41,0.67,-6.49,-1.86,1.0,-1.66,-0.92,3.36,-5.98,0.29,0,2012-02-01,New Year?s Day (substitute day),1,2012,2
2012-02-02,8748.7259971,608,14.389351968914474,1.41,47,-7.84,0.29,4.71,1035.76,-3.78,13.05,0.59,-5.97,-3.78,1.0,-2.19,-1.76,1.41,-6.49,0.32,0,,,0,2012,2
2012-02-03,9116.6009978,627,14.540033489314196,1.54,348,-6.19,0.36,2.2,1039.19,-1.67,12.89,0.67,-4.71,-1.67,1.0,-3.27,-2.19,1.54,-5.77,0.35,2,,,0,2012,2
2012-02-04,9622.8999949,634,15.178075701735017,0.79,163,-4.19,0.58,2.13,1036.05,-2.96,8.64,0.8,-5.9,-2.32,1.0,-0.81,-3.27,0.79,-5.9,0.38,2,,,0,2012,2
2012-02-05,10121.4510011,634,15.964433755678234,1.81,168,0.28,0.85,0.93,1027.42,1.81,4.18,0.96,1.39,1.81,1.0,1.39,-0.12,1.81,-4.68,0.42,2,,,0,2012,2
2012-02-06,9208.514000000001,655,14.058800000000002,4.08,94,1.11,0.79,0.56,1033.06,4.08,3.28,0.92,-1.81,4.08,1.0,1.06,1.39,4.08,0.15,0.45,2,,,0,2012,2
2012-02-07,9267.8470038,667,13.894823094152922,2.63,66,-3.58,0.58,2.66,1039.95,-0.76,8.92,0.75,-7.99,1.92,1.0,-2.83,-2.83,2.63,-7.99,0.48,2,,,0,2012,2
2012-02-08,10257.6970002,674,15.219135015133531,0.73,39,-3.72,0.89,3.92,1040.92,-3.49,12.55,0.78,-4.23,-3.19,1.0,-0.94,-2.1,0.73,-6.87,0.52,2,,,0,2012,2
2012-02-09,9821.128999300001,681,14.421628486490457,1.79,50,-2.67,0.75,0.84,1039.26,1.79,9.75,0.81,-3.09,1.79,1.0,-0.75,-0.96,1.79,-3.7,0.56,2,,,0,2012,2
2012-02-10,10176.0579966,696,14.620772983620691,1.21,104,-3.39,0.47,2.13,1038.18,-2.22,8.38,0.81,-5.64,-0.54,1.0,-5.64,-2.96,1.21,-5.24,0.59,2,,,0,2012,2
2012-02-11,10429.6740046,700,14.899534292285713,1.93,19,-5.69,0.04,0.92,1036.81,1.93,6.98,0.78,-6.26,1.93,1.0,-4.46,-5.64,1.93,-5.64,0.63,2,,,0,2012,2
2012-02-12,11136.172001,700,15.908817144285715,4.84,307,-1.04,0.59,1.78,1034.52,2.21,4.91,0.88,-1.33,2.73,1.0,1.09,-4.46,4.84,-6.26,0.67,2,,,0,2012,2
2012-02-13,10137.2150011,708,14.318100284039547,6.58,304,2.69,0.65,3.23,1027.34,3.42,7.79,0.9,1.06,3.42,1.0,4.54,1.09,6.58,-1.33,0.7,2,,,0,2012,2
2012-02-14,9745.0989974,713,13.667740529312763,8.42,325,2.39,0.57,4.34,1024.57,5.84,12.73,0.76,3.46,5.84,1.0,6.88,4.54,8.42,1.06,0.74,0,,,0,2012,2
2012-02-15,9475.966998,725,13.070299307586208,10.61,317,4.01,0.59,5.39,1025.18,10.61,13.13,0.73,3.44,10.61,1.0,5.47,6.93,10.61,3.46,0.78,0,,,0,2012,2
2012-02-16,9242.454998700001,733,12.60907912510232,10.61,284,3.44,0.51,3.42,1027.4,10.61,13.26,0.74,4.9,10.61,1.0,7.13,5.47,10.61,3.44,0.82,0,,,0,2012,2
2012-02-17,9166.4730005,736,12.454447011548913,11.83,251,6.82,0.59,3.64,1023.17,11.83,12.1,0.84,4.83,11.83,1.0,8.17,7.13,11.83,4.96,0.85,2,,,0,2012,2
2012-02-18,9570.7730024,738,12.968527103523034,10.76,249,4.27,0.53,5.95,1012.6,10.76,12.92,0.79,-1.92,10.76,1.0,2.04,3.2,10.76,-1.07,0.89,0,,,0,2012,2
2012-02-19,10163.3859999,738,13.77152574512195,6.35,304,-2.96,0.17,3.81,1024.14,3.63,13.1,0.64,-4.67,3.63,1.0,-1.9,0.62,6.35,-1.92,0.92,0,,,0,2012,2
2012-02-20,10048.1560026,754,13.326466846949604,8.44,224,-1.73,0.33,3.42,1032.06,5.37,12.92,0.7,2.39,5.37,1.0,5.69,-1.9,8.44,-4.67,0.96,0,,,0,2012,2
2012-02-21,9679.7020023,765,12.653205231764707,11.65,237,4.36,0.66,4.83,1028.85,11.65,13.37,0.76,3.94,11.65,1.0,7.48,5.72,11.65,2.74,0.98,0,,,0,2012,2
2012-02-22,10057.7310011,780,12.894526924487181,10.47,222,6.12,0.78,6.68,1024.07,6.14,12.07,0.84,5.48,10.47,1.0,9.13,7.48,9.68,3.94,0.03,0,,,0,2012,2
2012-02-23,9204.951002,791,11.63710619721871,16.98,256,10.29,0.5,4.73,1022.96,16.98,12.38,0.84,7.01,16.98,1.0,9.55,10.34,16.98,10.34,0.06,0,,,0,2012,2
2012-02-24,9256.3930013,802,11.54163715872818,14.43,258,8.44,0.6,4.35,1027.25,14.43,12.21,0.83,6.29,14.43,1.0,7.72,9.55,14.43,7.01,0.09,0,,,0,2012,2
2012-02-25,9523.6579978,805,11.830631053167703,12.11,310,3.28,0.51,2.18,1027.58,12.11,12.83,0.67,1.82,12.11,2.0,3.26,6.97,12.11,5.93,0.12,1,,,0,2012,2
2012-02-26,10037.5339984,805,12.468986333416149,12.67,260,3.37,0.28,1.43,1028.24,12.67,12.36,0.74,3.69,12.67,2.0,6.27,3.26,12.67,1.82,0.15,2,,,0,2012,2
2012-02-27,9996.2089955,819,12.205383388888889,11.15,247,6.44,0.67,3.68,1024.91,11.15,11.09,0.85,8.12,11.15,1.0,9.73,6.27,11.15,3.69,0.18,2,,,0,2012,2
2012-02-28,9590.1270002,828,11.582278985748792,13.86,257,8.89,0.66,2.71,1023.97,13.86,8.71,0.86,8.25,13.86,2.0,9.61,9.73,13.86,8.12,0.21,2,,,0,2012,2
2012-02-29,9717.6519958,843,11.527463814709373,12.74,228,8.31,0.54,2.47,1024.65,12.74,7.77,0.85,6.16,12.74,1.0,6.49,9.61,12.74,8.36,0.24,2,,,0,2012,2
2012-03-01,9568.6179994,852,11.230772299765258,15.11,289,6.67,0.11,1.03,1026.15,15.11,6.08,0.8,4.77,15.11,2.0,5.69,6.49,15.11,6.16,0.27,2,,,0,2012,3
2012-03-02,10234.4660002,863,11.859172653765933,8.39,84,5.9,0.66,2.11,1025.57,6.55,2.9,0.91,5.07,8.23,2.0,7.06,5.69,8.39,4.77,0.3,2,,,0,2012,3
2012-03-03,10572.1599995,865,12.222150288439305,14.29,206,6.42,0.55,3.5,1018.94,14.29,7.44,0.82,5.29,14.29,2.0,6.92,7.06,14.29,5.29,0.33,2,,,0,2012,3
2012-03-04,11657.6919997,865,13.477100577687862,9.32,270,4.87,0.65,2.19,1016.56,7.01,10.36,0.9,-1.21,7.01,1.0,4.04,3.92,9.32,-0.88,0.36,2,,,0,2012,3
2012-03-05,11110.1849981,873,12.726443296792668,9.37,318,-0.17,0.48,8.01,1021.21,5.56,13.07,0.64,-0.25,5.56,2.0,3.74,4.04,9.37,-1.21,0.4,0,,,0,2012,3
2012-03-06,11581.9729985,888,13.042762385698198,7.22,317,1.63,0.55,1.93,1025.17,7.22,12.55,0.78,1.81,7.22,2.0,4.68,3.74,7.22,-0.25,0.43,2,,,0,2012,3
2012-03-07,11466.0279945,898,12.76840533908686,10.75,242,3.86,0.46,4.26,1017.5,10.75,11.8,0.78,-0.33,10.75,2.0,3.26,5.14,10.75,1.87,0.46,0,,,0,2012,3
2012-03-08,10951.7429951,908,12.061390963766518,12.03,275,1.64,0.29,3.54,1030.58,12.03,12.96,0.68,4.48,12.03,2.0,6.74,3.26,12.03,-0.33,0.49,0,,,0,2012,3
2012-03-09,11165.3210028,918,12.162659044444444,10.86,241,5.51,0.64,4.01,1034.68,10.86,13.02,0.78,6.66,10.86,2.0,8.74,6.74,10.86,4.48,0.54,0,,,0,2012,3
2012-03-10,11045.1840032,925,11.940739462918918,15.39,279,8.37,0.53,3.15,1036.42,15.39,11.17,0.81,6.04,15.39,2.0,6.82,8.74,15.39,6.66,0.58,2,,,0,2012,3
2012-03-11,11163.6820031,925,12.068845408756758,15.55,304,7.37,0.38,1.25,1036.86,15.55,10.59,0.81,4.46,15.55,2.0,5.43,6.82,15.55,6.04,0.61,2,,,0,2012,3
2012-03-12,10370.8700008,943,10.997741252173913,13.86,355,6.53,0.41,1.02,1035.0,13.86,4.76,0.87,6.4,13.86,2.0,6.4,5.43,13.86,4.46,0.65,2,,,0,2012,3
2012-03-13,10586.0130019,962,11.00417151964657,10.89,73,5.45,0.79,1.55,1034.58,10.89,6.08,0.86,3.37,10.89,2.0,5.37,6.36,10.89,4.71,0.69,2,,,0,2012,3
2012-03-14,10785.7569986,980,11.005874488367347,12.41,108,4.08,0.54,2.03,1031.31,12.41,6.61,0.8,1.59,12.41,2.0,2.82,5.03,12.41,3.37,0.73,2,,,0,2012,3
2012-03-15,11034.0619983,1005,10.979166167462687,16.79,205,5.72,0.32,1.41,1024.51,16.79,3.2,0.82,6.07,16.79,3.0,8.5,2.82,16.79,1.59,0.76,2,,,0,2012,3
2012-03-16,11693.3079989,1033,11.319756049273959,9.75,234,5.04,0.89,4.2,1018.93,7.32,9.4,0.76,5.11,7.32,2.0,7.49,8.5,9.75,6.07,0.8,0,,,0,2012,3
2012-03-17,12320.0270002,1040,11.846179807884615,10.75,204,6.99,0.52,3.44,1012.96,10.75,9.3,0.87,1.58,10.75,2.0,3.98,7.37,10.75,5.11,0.83,2,,,0,2012,3
2012-03-18,12656.6950003,1040,12.16989903875,9.76,307,3.89,0.38,1.84,1017.33,8.03,11.57,0.82,-0.32,8.03,2.0,1.69,3.98,9.76,1.58,0.87,2,,,0,2012,3
2012-03-19,11854.6109972,1071,11.068731089822595,13.27,267,1.41,0.17,2.68,1032.01,13.27,11.46,0.68,1.97,13.27,3.0,4.33,1.69,13.27,-0.32,0.9,1,,,0,2012,3
2012-03-20,11755.0250042,1093,10.754826170356816,14.48,259,4.41,0.34,2.42,1034.75,14.48,13.05,0.72,8.48,14.48,2.0,8.79,4.33,14.48,1.97,0.94,1,,,0,2012,3
2012-03-21,11690.5760001,1123,10.410130008993766,15.62,70,4.93,0.47,1.87,1034.03,15.62,12.6,0.67,3.51,15.62,3.0,6.14,7.44,15.62,5.38,0.97,1,,,0,2012,3
2012-03-22,11739.4059953,1144,10.26171852736014,15.81,80,5.28,0.1,3.71,1029.23,15.81,6.63,0.72,6.74,15.81,3.0,6.74,6.14,15.81,3.51,0.99,1,,,0,2012,3
2012-03-23,12049.3839953,1181,10.202696016342083,19.48,88,7.29,0.07,1.01,1026.63,19.48,5.05,0.74,6.42,19.48,3.0,6.42,6.74,19.48,6.74,0.03,1,,,0,2012,3
2012-03-24,12264.1530006,1189,10.314678722119428,18.83,83,6.81,0.08,2.12,1028.59,18.83,6.12,0.74,2.47,18.83,3.0,4.4,6.42,18.83,6.42,0.06,1,,,0,2012,3
2012-03-25,12814.888002400001,1189,10.777870481412952,18.18,77,4.3,0.15,2.85,1036.22,18.18,8.16,0.71,4.77,18.18,3.0,5.32,3.84,18.18,2.4,0.12,1,,,0,2012,3
2012-03-25,12814.888002400001,1189,10.777870481412952,13.79,70,4.69,0.39,2.58,1033.5,13.79,9.0,0.78,2.4,13.79,3.0,3.84,4.4,13.79,2.47,0.09,2,,,0,2012,3
2012-03-26,12104.9910017,1203,10.062336659767249,18.26,76,1.49,0.14,2.09,1036.33,18.26,11.64,0.53,4.88,18.26,3.0,4.88,5.32,18.26,4.77,0.15,1,,,0,2012,3
2012-03-27,11734.6999982,1217,9.64231717189811,21.14,9,1.45,0.1,0.82,1032.69,21.14,12.62,0.49,5.82,21.14,3.0,6.89,4.88,21.14,4.88,0.18,1,,,0,2012,3
2012-03-28,11785.7760031,1228,9.597537461807818,19.16,329,5.11,0.19,1.76,1027.92,19.16,10.85,0.61,6.71,19.16,4.0,7.81,6.89,19.16,5.82,0.21,1,,,0,2012,3
2012-03-29,11583.7310006,1230,9.417667480162603,17.12,314,6.67,0.16,1.28,1024.2,17.12,7.5,0.71,5.32,17.12,3.0,7.37,7.81,17.12,6.71,0.24,1,,,0,2012,3
2012-03-30,11576.9290013,1230,9.412137399430895,11.09,15,3.71,0.61,3.31,1019.84,11.09,11.22,0.71,1.12,11.09,3.0,2.43,6.58,11.09,4.29,0.27,0,,,0,2012,3
2012-03-31,12961.4039999,1234,10.503568881604538,12.88,342,-0.04,0.25,1.15,1020.81,12.88,12.83,0.61,3.98,12.88,3.0,3.98,2.43,12.88,1.12,0.31,1,,,0,2012,3
2012-04-01,13357.209,1235,10.815553846153847,15.04,289,2.18,0.24,1.14,1011.19,15.04,12.46,0.63,5.04,15.04,3.0,5.04,3.98,15.04,3.98,0.34,1,,,0,2012,4
2012-04-02,12680.6399947,1268,10.000504727681388,12.92,262,4.77,0.31,1.72,1003.25,12.92,11.12,0.75,1.87,12.92,3.0,3.57,5.04,12.92,5.04,0.38,2,,,0,2012,4
